movie,address,notes,lat,lng
Gladiator (2000),Italy,,41.87194,12.56738
American History X (1998),Venice High School - 13000 Venice Boulevard; Venice; Los Angeles; California; USA,,33.9974758,-118.4437986
American History X (1998),Los Angeles; California; USA,,34.0522342,-118.24368490000002
American History X (1998),Archie's Ranch Market - 7500 Lankershim Blvd; North Hollywood; Los Angeles; California; USA,(Archie's Market)                       ,34.206877,-118.3874723
American History X (1998),Johnie's Coffee Shop - 6101 Wilshire Boulevard; Fairfax; Los Angeles; California; USA,,34.06329,-118.36153190000002
American History X (1998),2206 Meade Place; Venice Beach; Los Angeles; California; USA,(Vinyard Residence)                       ,33.9931782,-118.455713
The Lion King (1994),Walt Disney Feature Animation - 500 S. Buena Vista Street; Burbank; California; USA,,34.156207,-118.325189
Terminator 2: Judgment Day (1991),Bayside Parkway & Gateway Blvd.; Fremont; California; USA,(Cyberdyne; Exterior)                       ,37.47655200000001,-121.9380715
Terminator 2: Judgment Day (1991),Fremont; California; USA,,37.54826970000001,-121.9885719
Terminator 2: Judgment Day (1991),San Jose; California; USA,,37.3382082,-121.88632859999998
Terminator 2: Judgment Day (1991),Lake View Terrace Branch Library - 12002 Osborne Street; Lake View Terrace; Los Angeles; California; USA,(The Corral Biker Bar)                       ,34.2726803,-118.3939002
Terminator 2: Judgment Day (1991),Lake View Medical Center - 11600 Eldridge Avenue; Lake View Terrace; Los Angeles; California; USA,(Pescadero State Hospital)                       ,34.281025,-118.382996
Terminator 2: Judgment Day (1991),Elysian Park; Los Angeles; California; USA,(Nuclear Nightmare Scenes)                       ,34.0838043,-118.2365812
Terminator 2: Judgment Day (1991),Santa Fe; New Mexico; USA,,35.686975200000006,-105.937799
Terminator 2: Judgment Day (1991),El Mirage Dry Lake; California; USA,,34.647,-117.60001
Terminator 2: Judgment Day (1991),Northridge; Los Angeles; California; USA,,34.2381251,-118.530123
Terminator 2: Judgment Day (1991),Terminal Island Freeway; Wilmington; Los Angeles; California; USA,(Helicopter/Tanker Chase)                       ,33.78786229999999,-118.2251206
Terminator 2: Judgment Day (1991),600 Mesquit Street; Los Angeles; California; USA,(T-1000 arrival)                       ,34.0383773,-118.2294377
Terminator 2: Judgment Day (1991),6th Street Viaduct; Los Angeles; California; USA,,34.038546000000004,-118.2281028
Terminator 2: Judgment Day (1991),Los Angeles; California; USA,,34.0522342,-118.24368490000002
Terminator 2: Judgment Day (1991),Reseda; Los Angeles; California; USA,(ATM Scene)                       ,34.2011141,-118.5360517
Terminator 2: Judgment Day (1991),Sherman Oaks; Los Angeles; California; USA,,34.1489719,-118.451357
Terminator 2: Judgment Day (1991),19828 Valerio Street; Winnetka; California; USA,(John Connor/Todd & Janelle Voight's home.)                       ,34.2044851,-118.565276
Terminator 2: Judgment Day (1991),Petersen Automotive Museum - 6060 Wilshire Boulevard; Los Angeles; California; USA,(Pescadero parking garage)                       ,34.062348,-118.3611336
Terminator 2: Judgment Day (1991),14224 Roscoe Boulevard @ Wakefield Avenue - Van Nuys; California; USA,(Alley where Terminator debriefs John Connor)                       ,34.221251,-118.4432264
Terminator 2: Judgment Day (1991),Bridge; Intersection of Hayvenhurst & Plummer; San Fernando Valley; Los Angeles; California; USA,(Truck Jump Scene)                       ,34.1508995,-118.4941942
Terminator 2: Judgment Day (1991),Kaiser Steel Mill; Fontana; California; USA,,34.0778099,-117.4931848
Terminator 2: Judgment Day (1991),Lancaster; California; USA,,34.6867846,-118.1541632
Terminator 2: Judgment Day (1991),Sherman Oaks Galleria - 15301 Ventura Blvd.; Sherman Oaks; Los Angeles; California; USA,,34.1556213,-118.4675503
Terminator 2: Judgment Day (1991),Tujunga Wash; Los Angeles; California; USA,(Motorcycle Chase)                       ,34.267972799999995,-118.3627825
Terminator 2: Judgment Day (1991),Northridge Fashion Mall - 9301 Tampa Avenue; Northridge; Los Angeles; California; USA,(Mall Exteriors)                       ,34.2384974,-118.5551247
Terminator 2: Judgment Day (1991),Santa Clarita; California; USA,,34.3916641,-118.542586
Terminator 2: Judgment Day (1991),Long Beach; California; USA,,33.770050399999995,-118.1937395
Terminator 2: Judgment Day (1991),Santa Monica Place - 4th Street & Broadway; Santa Monica; California; USA,(Interiors: Confrontation Between the Two Terminators)                       ,34.0170924,-118.4963713
Terminator 2: Judgment Day (1991),Arcadia; California; USA,,34.139729200000005,-118.0353449
Terminator 2: Judgment Day (1991),Lake View Terrace Liquor Store -11844 Foothill Boulevard; Lake View Terrace; Los Angeles; California; USA,(John Connor calls his foster parents to warn them; bodybuilders try to rescue John from the T-800; T-800 swears never to kill anyone)                       ,34.2758413,-118.397548
Terminator 2: Judgment Day (1991),Los Angeles County Arboretum & Botanic Garden - 301 N. Baldwin Avenue; Arcadia; California; USA,,34.1445338,-118.0513628
Terminator 2: Judgment Day (1991),Malibu; California; USA,(Dyson Home)                       ,34.025921600000004,-118.7797571
Terminator 2: Judgment Day (1991),Santa Monica; California; USA,,34.01945429999999,-118.4911912
Terminator 2: Judgment Day (1991),Sun Valley; Los Angeles; California; USA,,34.2279298,-118.3812562
Terminator 2: Judgment Day (1991),14400 Roscoe Blvd Van Nuys; California; USA,(Federal Security Bank where John Connor hacked the ATM)                       ,34.22134310000001,-118.4475697
Terminator 2: Judgment Day (1991),46551 140th St East; Lancaster; California; USA,(John; Sarah & the T800 stop for food on the way to Enrique's ranch)                       ,34.7302459,-117.8810719
Cinema Paradiso (1988),Cefalù; Palermo; Sicily; Italy,,38.0337046,14.017443599999998
Cinema Paradiso (1988),Termini Imerese; Palermo; Sicily; Italy,,37.984023,13.6961892
Cinema Paradiso (1988),Chiusa Sclafani; Palermo; Sicily; Italy,,37.6553287,13.300982800000002
Cinema Paradiso (1988),Santa Flavia; Palermo; Sicily; Italy,,38.0817189,13.5253315
Cinema Paradiso (1988),Lascari; Palermo; Sicily; Italy,,37.9977026,13.944526500000002
Cinema Paradiso (1988),Palermo; Sicily; Italy,,38.11569,13.361486800000002
Cinema Paradiso (1988),Bagheria; Palermo; Sicily; Italy,,38.07891779999999,13.512365
Cinema Paradiso (1988),Palazzo Adriano; Palermo; Sicily; Italy,,37.6815232,13.379060699999998
Cinema Paradiso (1988),Castelbuono; Palermo; Sicily; Italy,,37.9329881,14.088775
Cinema Paradiso (1988),Rome; Lazio; Italy,,41.90278350000001,12.4963655
Back to the Future (1985),Whittier High School - 12417 E. Philadelphia Street; Whittier; California; USA,(Hill Valley High School)                       ,33.98102279999999,-118.0447992
Back to the Future (1985),Gamble House - 4 Westmoreland Place; Pasadena; California; USA,(Doc Emmett's house: exteriors)                       ,34.1516331,-118.1609434
Back to the Future (1985),1711 Bushnell Avenue; South Pasadena; California; USA,(George McFly's house)                       ,34.106187,-118.1415489
Back to the Future (1985),Hollywood United Methodist Church - 6817 Franklin Avenue; Hollywood; Los Angeles; California; USA,(Enchantment Under the Sea School Dance)                       ,34.1045445,-118.3388544
Back to the Future (1985),9303 Roslyndale Avenue; Arleta; Los Angeles; California; USA,(Marty's house: exterior)                       ,34.238980100000006,-118.4334789
Back to the Future (1985),RR Blacker House - 1177 Hillcrest Avenue; Oak Knoll; Pasadena; California; USA,(Doc Emmett's house: interiors)                       ,34.1269098,-118.133492
Back to the Future (1985),Burger King - 535 North Victory Boulevard; Burbank; California; USA,(opening credits)                       ,34.1793474,-118.319672
Back to the Future (1985),McCambridge Recreation Center; 1515 N. Glenoaks Blvd.; Burbank; California; USA,(Marty's band audition.)                       ,34.193239299999995,-118.32073390000002
Back to the Future (1985),Panorama City; Los Angeles; California; USA,(Marty McFly's house)                       ,34.227616999999995,-118.442425
Back to the Future (1985),Stage 12; Universal Studios - 100 Universal City Plaza; Universal City; California; USA,,34.13811679999999,-118.3533783
Back to the Future (1985),USA,,37.09024,-95.712891
Back to the Future (1985),1727 Bushnell Avenue; South Pasadena; California; USA,(Lorraine's house)                       ,34.105718,-118.14150320000002
Back to the Future (1985),Puente Hills Mall - 1600 Azusa Avenue; City of Industry; California; USA,(Twin Pines/Lone Pine mall)                       ,33.9938007,-117.9285912
Back to the Future (1985),Walt Disney's Golden Oak Ranch - 19802 Placerita Canyon Road; Newhall; California; USA,(Marty arriving in 1955)                       ,34.376354600000006,-118.4783671
Back to the Future (1985),Courthouse Square; Backlot; Universal Studios - 100 Universal City Plaza; Universal City; California; USA,,34.1413583,-118.3494766
Back to the Future (1985),1809 Bushnell Avenue; South Pasadena; California; USA,(Biff Tannen's house)                       ,34.1052777,-118.14150320000002
Back to the Future (1985),Griffith Park - 4730 Crystal Springs Drive; Los Angeles; California; USA,,34.1365544,-118.2942
Back to the Future (1985),Chino; California; USA,(entrance to Lyon Estates) (1955)                       ,34.0122346,-117.688944
Back to the Future (1985),Kagel Canyon Street & Sandusky Avenue; Arleta; California; USA,(entrance to Lyon Estates) (1985)                       ,34.27840629999999,-118.3835299
Back to the Future (1985),Burbank Community Center; Burbank; California; USA,(Band Auditions)                       ,34.1763137,-118.3039106
Back to the Future (1985),Santa Clarita; California; USA,,34.3916641,-118.542586
Back to the Future (1985),California; USA,,36.778261,-119.4179324
Raiders of the Lost Ark (1981),University of the Pacific; Stockton; California; USA,,37.9798869,-121.3128577
Raiders of the Lost Ark (1981),Sidi Bouhlel; Tozeur; Tunisia,(city of Cairo)                       ,34.0335593,8.2820187
Raiders of the Lost Ark (1981),Stockton; California; USA,,37.9577016,-121.29077959999998
Raiders of the Lost Ark (1981),San Francisco; California; USA,(as Washington DC)                       ,37.7749295,-122.4194155
Raiders of the Lost Ark (1981),Yuma; Arizona; USA,,32.6926512,-114.6276916
Raiders of the Lost Ark (1981),Sousse; Tunisia,,35.8245029,10.634584
Raiders of the Lost Ark (1981),La Rochelle; Charente-Maritime; France,,46.160329,-1.151139
Raiders of the Lost Ark (1981),Borehamwood; Hertfordshire; England; UK,,51.65772800000001,-0.272308
Raiders of the Lost Ark (1981),Sedala; Tunisia,,,
Raiders of the Lost Ark (1981),Rickmansworth; Hertfordshire; England; UK,,51.638763,-0.474131
Raiders of the Lost Ark (1981),Kaua'i; Hawaii; USA,,22.0964396,-159.52612380000005
Raiders of the Lost Ark (1981),La Pallice; La Rochelle; Charente-Maritime; France,(WW2 German submarine base)                       ,46.16058579999999,-1.2056969
Raiders of the Lost Ark (1981),Tozeur; Tunisia,,33.918534,8.1229329
Raiders of the Lost Ark (1981),San Rafael; California; USA,(Indiana Jones' house exterior)                       ,37.9735346,-122.5310874
Raiders of the Lost Ark (1981),Kairouan; Tunisia,,35.6711663,10.1005469
Raiders of the Lost Ark (1981),France,,46.227638,2.213749
Raiders of the Lost Ark (1981),Rickmansworth Masonic School for Girls; Chorleywood Road; Rickmansworth; Hertfordshire; England; UK,(Barnett College)                       ,51.64760510000001,-0.4753378
Raiders of the Lost Ark (1981),EMI Elstree Studios; Borehamwood; Hertfordshire; England; UK,(studio)                       ,51.6581399,-0.2692358
Raiders of the Lost Ark (1981),Bushey; Hertfordshire; England; UK,,51.647615,-0.35842
Raiders of the Lost Ark (1981),Palm Canyon Trail; Kofa National Wildlife Refuge; Arizona; USA,,33.2664452,-113.8584758
Apocalypse Now (1979),Baler Bay; Baler; Aurora; Philippines,(beach with soldiers surfing)                       ,15.733607,121.57125
Apocalypse Now (1979),Pagsanjan; Laguna; Philippines,(Do Long Bridge - Kurtz' Compound)                       ,14.2624365,121.4570447
Apocalypse Now (1979),Pagsanjan River; Pagsanjan; Laguna; Philippines,(Magdapio River - Do Long Bridge)                       ,14.2624365,121.4570447
Apocalypse Now (1979),Metro Manila; Philippines,,14.6090537,121.0222565
Apocalypse Now (1979),Philippines,,12.879721,121.774017
Apocalypse Now (1979),Baler; Aurora; Philippines,(Helicopter attack on village)                       ,15.733607,121.57125
Apocalypse Now (1979),Iba; Zambales; Philippines,(medevac)                       ,15.3329773,119.975756
Apocalypse Now (1979),Laguna; Philippines,,14.140662900000002,121.4691774
Apocalypse Now (1979),Napa Valley; California; USA,,38.5024689,-122.26538870000002
Alien (1979),Shepperton Studios; Shepperton; Surrey; England; UK,(studio)                       ,51.4066417,-0.4643616
Alien (1979),Bray Studios; Down Place; Oakley Green; Berkshire; England; UK,(studio)                       ,51.491249,-0.6767849
Once Upon a Time in the West (1968),Monument Valley; Arizona; USA,,36.9913715,-110.1938672
Once Upon a Time in the West (1968),La Calahorra; Granada; Andalucía; Spain,,37.18148220000001,-3.0638805
Once Upon a Time in the West (1968),Arizona; USA,,34.048928100000005,-111.0937311
Once Upon a Time in the West (1968),Bavispe; Sonora; Mexico,,30.4800084,-108.9404979
Once Upon a Time in the West (1968),Highway 163; Monument Valley; Utah; USA,(original lynching incident scene)                       ,37.0042602,-110.173473
Once Upon a Time in the West (1968),Utah; USA,,39.32098010000001,-111.0937311
Once Upon a Time in the West (1968),Red Mesa; Arizona; USA,,36.9639216,-109.380879
Once Upon a Time in the West (1968),Spain,(opening sequence with the three gunmen meeting the train)                       ,40.463667,-3.74922
Once Upon a Time in the West (1968),Desierto de Tabernas; Almería; Andalucía; Spain,,37.0777487,-2.5197932
Once Upon a Time in the West (1968),Paramount Studios - 5555 Melrose Avenue; Hollywood; Los Angeles; California; USA,(studio)                       ,34.0837995,-118.3208331
Once Upon a Time in the West (1968),Tabernas; Almería; Andalucía; Spain,,37.0516792,-2.3900546
Once Upon a Time in the West (1968),Highway 163; Monument Valley; Utah; USA,(brick arch where Harmonica flashbacks to his youth)                       ,37.0042602,-110.173473
Once Upon a Time in the West (1968),Moab; Utah; USA,,38.5733155,-109.5498395
Once Upon a Time in the West (1968),Estación de Calahorra; Guadix; Granada; Andalucía; Spain,(Cattle Corner Station and Flagstone scenes)                       ,37.1796719,-3.0620847
Once Upon a Time in the West (1968),Cinecittà Studios; Cinecittà; Rome; Lazio; Italy,(studio)                       ,41.8517904,12.5771795
Once Upon a Time in the West (1968),Teec Nos Pos; Arizona; USA,,36.9211097,-109.0856582
Once Upon a Time in the West (1968),Kayenta; Arizona; USA,,36.7277769,-110.2545767
Once Upon a Time in the West (1968),Mexican Water; Arizona; USA,,36.9669462,-109.6378902
Once Upon a Time in the West (1968),Poblado Western 'Sergio Leone'; Tabernas; Almería; Andalucía; Spain,(Sweetwater Ranch)                       ,37.0324705,-2.4463905
Psycho (1960),Psycho House; Backlot; Universal Studios - 100 Universal City Plaza; Universal City; California; USA,,34.13811679999999,-118.3533783
Psycho (1960),Gorman; California; USA,(establishing shot of Marion's car parked by the side of road)                       ,34.7960902,-118.8525956
Psycho (1960),4270 Lankershim Boulevard; North Hollywood; Los Angeles; California; USA,(automobile dealership exterior scene)                       ,34.1475919,-118.3638634
Psycho (1960),State Route 99; California; USA,(Marion Crane's drive to the Bates Motel)                       ,36.6083573,-119.6642521
Psycho (1960),Stage 18; Universal Studios - 100 Universal City Plaza; Universal City; California; USA,,34.13811679999999,-118.3533783
Psycho (1960),Title and Trust Building; 114 West Adams Street; downtown Phoenix; Arizona; USA,(Opening sequence)                       ,33.4494949,-112.0754424
Psycho (1960),Hotel San Carlos - 202 N. Central Avenue; Phoenix; Arizona; USA,(Opening sequence)                       ,33.4506,-112.074
Psycho (1960),Buckeye; Arizona; USA,(freeway scenes deleted)                       ,33.3703197,-112.58377659999998
Psycho (1960),Downtown Phoenix; Arizona; USA,(Central and Monroe - Janet Leigh at stop light)                       ,33.4517174,-112.0744643
Psycho (1960),Luhrs Tower; downtown Phoenix; Arizona; USA,(scenes deleted)                       ,33.4467853,-112.0747903
Psycho (1960),Jefferson Hotel; 109 S. Central; Phoenix; Arizona; USA,(establishing shot: cheap hotel room)                       ,33.4465533,-112.0736509
Psycho (1960),Falls Lake; Backlot; Universal Studios - 100 Universal City Plaza; Universal City; California; USA,(swamp where Marion Crane's car is sunk)                       ,34.13811679999999,-118.3533783
Psycho (1960),Phoenix; Arizona; USA,(opening panoramic shot)                       ,33.4483771,-112.0740373
Psycho (1960),San Fernando Valley; Los Angeles; California; USA,,34.1825782,-118.4396756
Psycho (1960),Stage 28; Universal Studios - 100 Universal City Plaza; Universal City; California; USA,,34.13811679999999,-118.3533783
Psycho (1960),Valley Bank and Trust Company Building; North Central Avenue and Monroe Street; downtown Phoenix; Arizona; USA,(Opening sequence)                       ,33.45036,-112.07381979999998
Psycho (1960),Heard Security Building; 234 North Central Avenue; downtown Phoenix; Arizona; USA,(Opening sequence - built in 1928)                       ,33.472473699999995,-112.0722009
Psycho (1960),Gila Bend; Arizona; USA,(Most freeway scenes deleted)                       ,32.94782360000001,-112.7168305
Psycho (1960),Hotel Del Sol - 200 East 3rd Street; Yuma; Arizona; USA,(Janet Leigh hotel scenes deleted)                       ,32.7225861,-114.6163671
Rear Window (1954),Paramount Studios - 5555 Melrose Avenue; Hollywood; Los Angeles; California; USA,(studio)                       ,34.0837995,-118.3208331
Rear Window (1954),Los Angeles; California; USA,,34.0522342,-118.24368490000002
Rear Window (1954),Stage 18; Paramount Studios - 5555 Melrose Avenue; Hollywood; Los Angeles; California; USA,(Exterior court yard apartment complex)                       ,34.0837995,-118.3208331
Rear Window (1954),Universal Studios - 100 Universal City Plaza; Universal City; California; USA,(studio)                       ,34.136209,-118.3513893
Casablanca (1942),Hotel Monte Vista; Flagstaff; Arizona; USA,(Hotel and club scenes)                       ,35.19822329999999,-111.6474131
Casablanca (1942),Van Nuys Airport; formerly Los Angeles Metropolitan Airport - 6590 Hayvenhurst Avenue; Van Nuys; City of Los Angeles; California; USA,(airport scenes)                       ,34.2096399,-118.48964479999998
Casablanca (1942),Yuma; Arizona; USA,,32.6926512,-114.6276916
Casablanca (1942),Waterman Drive; Van Nuys; Los Angeles; California; USA,(airport runway)                       ,34.2148114,-118.4861216
Casablanca (1942),Gilpin Airport; Tucson; Arizona; USA,,32.2764014,-111.0044057
Casablanca (1942),Stage 11; Warner Brothers Burbank Studios - 4000 Warner Boulevard; Burbank; California; USA,,34.1487314,-118.3386863
Casablanca (1942),Stage 14; Warner Brothers Burbank Studios - 4000 Warner Boulevard; Burbank; California; USA,,34.1475474,-118.3390296
Casablanca (1942),Stage 18; Warner Brothers Burbank Studios - 4000 Warner Boulevard; Burbank; California; USA,,34.1490744,-118.3393653
Casablanca (1942),Stage 5; Warner Brothers Burbank Studios - 4000 Warner Boulevard; Burbank; California; USA,,34.1475474,-118.3390296
Casablanca (1942),Stage 8; Warner Brothers Burbank Studios - 4000 Warner Boulevard; Burbank; California; USA,,34.1487314,-118.3386863
Casablanca (1942),Stage 25; Warner Brothers Burbank Studios - 4000 Warner Boulevard; Burbank; California; USA,,34.1483509,-118.3377023
Casablanca (1942),Flagstaff; Arizona; USA,,35.1982836,-111.651302
Casablanca (1942),French Street; Warner Brothers Burbank Studios - 4000 Warner Boulevard; Burbank; California; USA,,34.149365,-118.337742
Casablanca (1942),Hotel Del Sol - 200 East 3rd Street; Yuma; Arizona; USA,,32.7225861,-114.6163671
Casablanca (1942),Metropolitan Airport - 6590 Hayvenhurst Avenue; Van Nuys; Los Angeles; California; USA,(Strasser's arrival)                       ,34.2096399,-118.48964479999998
Casablanca (1942),Stage 7; Warner Brothers Burbank Studios - 4000 Warner Boulevard; Burbank; California; USA,,34.1484129,-118.3336035
Casablanca (1942),Stage 12; Warner Brothers Burbank Studios - 4000 Warner Boulevard; Burbank; California; USA,,34.1475474,-118.3390296
Casablanca (1942),Stage 17; Warner Brothers Burbank Studios - 4000 Warner Boulevard; Burbank; California; USA,,34.1475474,-118.3390296
Casablanca (1942),Stage 4; Warner Brothers Burbank Studios - 4000 Warner Boulevard; Burbank; California; USA,,34.1487314,-118.3386863
Casablanca (1942),Stage 6; Warner Brothers Burbank Studios - 4000 Warner Boulevard; Burbank; California; USA,,34.1487314,-118.3386863
Casablanca (1942),Stage 9; Warner Brothers Burbank Studios - 4000 Warner Boulevard; Burbank; California; USA,,34.1475474,-118.3390296
The Great Dictator (1940),Santa Monica Mountains; Los Angeles; California; USA,(duck hunt - war sequences)                       ,34.07535,-118.797462
The Great Dictator (1940),City Hall - 100 N. Garfield Avenue; Pasadena; California; USA,(exteriors: Hynkle's Palace)                       ,34.1478945,-118.1438574
The Great Dictator (1940),Mulholland Highway; Santa Monica Mountains; Los Angeles County; California; USA,,34.1086294,-118.7660457
The Great Dictator (1940),Agoura Hills; California; USA,,34.1533395,-118.7616764
The Great Dictator (1940),Hollywood Hills; Los Angeles; California; USA,,34.1176605,-118.3520389
The Great Dictator (1940),Lake Vista Drive; Agoura Hills; California; USA,,34.1077063,-118.7588431
The Great Dictator (1940),Los Angeles; California; USA,,34.0522342,-118.24368490000002
The Great Dictator (1940),Reuss Ranch; Malibu Lake; California; USA,,34.107289,-118.755875
The Great Dictator (1940),Chaplin Studios - 1416 N. La Brea Avenue; Hollywood; Los Angeles; California; USA,(studio)                       ,34.0968089,-118.3437521
The Great Dictator (1940),Malibu Lake; California; USA,(duck hunt - war sequences)                       ,34.107289,-118.755875
The Great Dictator (1940),San Fernando Valley; Los Angeles; California; USA,(Hynkle's oratorial speech)                       ,34.1825782,-118.4396756
The Great Dictator (1940),Holly Street; Pasadena; California; USA,,34.1476436,-118.1482191
The Great Dictator (1940),Hollywood; Los Angeles; California; USA,,34.0928092,-118.3286614
The Great Dictator (1940),Laurel Canyon; Hollywood Hills; Los Angeles; California; USA,,34.1173429,-118.3753081
The Great Dictator (1940),Pasadena; California; USA,,34.1477849,-118.1445155
The Great Dictator (1940),California; USA,,36.778261,-119.4179324
Modern Times (1936),Sierra Hwy. & Penman Rd.; Santa Clarita; California; USA,(Ending-The Road)                       ,34.6962205,-118.1364153
Modern Times (1936),Hollywood Boulevard & Vine Street; Hollywood; Los Angeles; California; USA,(Department Store)                       ,34.101592100000005,-118.3333515
Modern Times (1936),Santa Clarita; California; USA,,34.3916641,-118.542586
Modern Times (1936),San Pedro Harbor; Long Beach; California; USA,(Harbor scenes)                       ,33.7360619,-118.2922461
Modern Times (1936),Los Angeles Harbor; San Pedro; Los Angeles; California; USA,(Harbor scenes)                       ,33.7365401,-118.264982
Modern Times (1936),Massachusetts Ave. at Sawtelle Blvd.; Brentwood; Los Angeles; California; USA,(Street corner after escape from patrol wagon)                       ,34.04711939999999,-118.4489822
Modern Times (1936),Riverton Ave. & Bluffside Drive; Studio City; Los Angeles; California; USA,(Dream House sequence)                       ,34.1767211,-118.3659512
City Lights (1931),Chaplin Studios - 1416 N. La Brea Avenue; Hollywood; Los Angeles; California; USA,,34.0968089,-118.3437521
City Lights (1931),San Francisco; California; USA,,37.7749295,-122.4194155
City Lights (1931),United Artists Studios - 7200 Santa Monica Boulevard; West Hollywood; California; USA,,34.09061989999999,-118.3463034
Coco (2017),Pixar Animation Studios - 1200 Park Avenue; Emeryville; California; USA,,37.8328362,-122.2839686
Coco (2017),Walt Disney Animation Studios - 2100 Riverside Drive; Burbank; California; USA,,34.1555974,-118.3230868
Django Unchained (2012),Evergreen Plantation; 4677 Highway 18; Edgard; Louisiana; USA,,30.0268447,-90.6396083
Django Unchained (2012),Lone Pine; California; USA,,36.6060444,-118.0628654
Django Unchained (2012),Melody Ranch - 24715 Oak Creek Avenue; Newhall; California; USA,,34.3836849,-118.51160120000002
Django Unchained (2012),Santa Clarita; California; USA,,34.3916641,-118.542586
Django Unchained (2012),Second Line Stages; New Orleans; Louisiana; USA,(offices; stages)                       ,29.9316734,-90.0698068
Django Unchained (2012),Louisiana; USA,,30.984297700000006,-91.9623327
Django Unchained (2012),Simi Valley; California; USA,,34.2694474,-118.781482
Django Unchained (2012),Los Angeles; California; USA,,34.0522342,-118.24368490000002
Django Unchained (2012),Jackson Hole; Wyoming; USA,,43.4799291,-110.76242820000002
Django Unchained (2012),Alabama Hills; Lone Pine; California; USA,,36.5677116,-118.0898097
Django Unchained (2012),Ahmanson Ranch; Victory Boulevard; Lasky Mesa; West Hills; Los Angeles; California; USA,,34.185009,-118.6683531
Django Unchained (2012),New Orleans; Louisiana; USA,,29.9510658,-90.0715323
Django Unchained (2012),Independence; California; USA,,36.8027102,-118.20009509999998
Django Unchained (2012),California; USA,,36.778261,-119.4179324
Django Unchained (2012),Whitney Plantation; 5099 Highway 18 Wallace; Los Angeles; California; USA,(Scenes inside of blacksmith shop)                       ,30.0393933,-90.6505657
The Dark Knight Rises (2012),Mehrangarh Fort; Jodhpur; Rajasthan; India,(The Pit exterior)                       ,26.2979364,73.018844
The Dark Knight Rises (2012),La loggia bar & restaurant - Florence; Tuscany; Italy,(final scene)                       ,34.14195,-118.389788
The Dark Knight Rises (2012),Cairngorms National Park; Scotland; UK,(prologue)                       ,57.0606743,-3.6066143
The Dark Knight Rises (2012),Osterley Park House; Isleworth; Middlesex; England; UK,(Wayne Manor)                       ,51.489536,-0.345492
The Dark Knight Rises (2012),Scotland; UK,(aerial shots: prologue)                       ,56.49067120000001,-4.2026458
The Dark Knight Rises (2012),Inverness Airport; Dalcross; Highland; Scotland; UK,,57.5413176,-4.0530385
The Dark Knight Rises (2012),Carnegie Mellon University - 5000 Forbes Avenue; Pittsburgh; Pennsylvania; USA,(Blackgate Prison)                       ,40.4428081,-79.9430128
The Dark Knight Rises (2012),Queensboro Bridge; Manhattan; New York City; New York; USA,,40.7567316,-73.9542239
The Dark Knight Rises (2012),Trump Tower - 725 Fifth Avenue; Manhattan; New York City; New York; USA,(Wayne Enterprises main entrance and lobby that Bruce Wayne is ejected from)                       ,40.7624284,-73.973794
The Dark Knight Rises (2012),Newark; New Jersey; USA,,40.735657,-74.1723667
The Dark Knight Rises (2012),One Liberty Plaza; 165 Broadway; New York City; New York; USA,(Wayne Enterprises exterior - long shots)                       ,40.709808,-74.0107905
The Dark Knight Rises (2012),550 S Hope St; Los Angeles; California; USA,(Ninth floor boardroom was adapted to look like the Ludwig Mies van der Rohe boardroom from the previous film)                       ,34.0497206,-118.2556317
The Dark Knight Rises (2012),Cardington Airship Hangars; Bedfordshire; England; UK,(studio)                       ,52.117296,-0.412731
The Dark Knight Rises (2012),Stage 30; Sony Pictures Studios - 10202 W. Washington Blvd.; Culver City; California; USA,(Batcave)                       ,34.017707,-118.4014313
The Dark Knight Rises (2012),Senate House; University College London; Malet Street; Bloomsbury; London; England; UK,(costume ball)                       ,51.5210743,-0.1287353
The Dark Knight Rises (2012),London; England; UK,,51.5073509,-0.12775830000000002
The Dark Knight Rises (2012),Union Station - 800 N. Alameda Street; Downtown; Los Angeles; California; USA,(kangaroo court)                       ,34.056219,-118.2365021
The Dark Knight Rises (2012),El Camino Village; California; USA,(Underground Reactor)                       ,33.889459499999994,-118.3309073
The Dark Knight Rises (2012),Wollaton Hall; Nottingham; Nottinghamshire; England; UK,(Wayne Manor)                       ,52.9478703,-1.2097477
The Dark Knight Rises (2012),Pittsburgh; Pennsylvania; USA,(Gotham City)                       ,40.4406248,-79.9958864
The Dark Knight Rises (2012),Heinz Field - 100 Art Rooney Avenue; Pittsburgh; Pennsylvania; USA,(Gotham City football game)                       ,40.4467648,-80.0157603
The Dark Knight Rises (2012),Chand Baori; Abhaneri; Rajasthan; India,(Well Prison)                       ,27.0072667,76.6064803
The Dark Knight Rises (2012),Delta Point; Croydon; London; UK,(Gotham General Hospital)                       ,51.3791779,-0.1003783
The Dark Knight Rises (2012),Downtown; Los Angeles; California; USA,,34.040713000000004,-118.2467693
The Dark Knight Rises (2012),Stansted Airport; Essex; England; UK,(Gotham City Airport)                       ,51.8860181,0.2388661
The Dark Knight Rises (2012),El Camino College; El Camino Village; California; USA,(Bike Chase and Reactor)                       ,33.8855554,-118.3267226
The Dark Knight Rises (2012),Wall Street; Manhattan; New York City; New York; USA,(Gotham Police Vs Mob fight scene)                       ,40.7060139,-74.0088212
The Dark Knight Rises (2012),The Farmiloe Building; 34 St John Street; London; England; UK,(Gotham City Police Department; Dive Bar; and Selina Kyle and Jen's Apartment)                       ,51.52072020000001,-0.1013701
